date,role,count
2023-03-18,Summoner,4
2023-03-18,Swapper,1
2023-03-18,Tracker,2
2023-03-18,Traitor,7
2023-03-18,Veteran,3
2023-03-21,Beggar,1
2023-03-21,Cupid,1
2023-03-21,Drunk,1
2023-03-21,Glitch,2
2023-03-21,Impersonator,1
2023-03-21,Informant,1
2023-03-21,Innocent,10
2023-03-21,Jester,2
2023-03-21,Killer Clown,2
2023-03-21,Mad Scientist,2
2023-03-21,Medium,2
2023-03-21,Paladin,1
2023-03-21,Parasite,1
2023-03-21,Summoner,2
2023-03-21,Swapper,1
2023-03-21,Tracker,2
2023-03-21,Traitor,5
2023-03-21,Veteran,3
2023-03-25,Beggar,1
2023-03-25,Cupid,3
2023-03-25,Deputy,1
2023-03-25,Glitch,1
2023-03-25,Impersonator,2
2023-03-25,Informant,1
2023-03-25,Innocent,10
2023-03-25,Jester,1
2023-03-25,Killer Clown,1
2023-03-25,Loot Goblin,2
2023-03-25,Medium,1
2023-03-25,Paladin,2
2023-03-25,Paramedic,3
2023-03-25,Parasite,1
2023-03-25,Summoner,1
2023-03-25,Swapper,2
2023-03-25,Tracker,2
2023-03-25,Traitor,5
2023-03-28,Cupid,1
2023-03-28,Glitch,3
2023-03-28,Innocent,8
2023-03-28,Jester,1
2023-03-28,Killer Clown,1
2023-03-28,Loot Goblin,1
2023-03-28,Marshal,2
2023-03-28,Medium,1
2023-03-28,Paramedic,1
2023-03-28,Parasite,2
2023-03-28,Summoner,2
2023-03-28,Tracker,1
2023-03-28,Traitor,4
2023-04-01,Cupid,1
2023-04-01,Drunk,1
2023-04-01,Glitch,3
2023-04-01,Hypnotist,2
2023-04-01,Informant,2
2023-04-01,Innocent,12
2023-04-01,Jester,2
2023-04-01,Killer Clown,1
2023-04-01,Marshal,3
2023-04-01,Paladin,2
2023-04-01,Paramedic,1
2023-04-01,Summoner,2
2023-04-01,Swapper,1
2023-04-01,Tracker,1
2023-04-01,Traitor,6
2023-04-01,Veteran,2
2023-04-04,Beggar,1
2023-04-04,Drunk,1
2023-04-04,Glitch,4
2023-04-04,Impersonator,1
2023-04-04,Informant,2
2023-04-04,Innocent,12
2023-04-04,Jester,2
2023-04-04,Killer Clown,2
2023-04-04,Medium,2
2023-04-04,Paladin,3
2023-04-04,Parasite,1
2023-04-04,Randoman,1
2023-04-04,Summoner,2
2023-04-04,Traitor,6
2023-04-04,Veteran,2
2023-04-08,Beggar,1
2023-04-08,Glitch,2
2023-04-08,Impersonator,1
2023-04-08,Informant,2
2023-04-08,Innocent,18
2023-04-08,Jester,2
2023-04-08,Loot Goblin,1
2023-04-08,Mad Scientist,2
2023-04-08,Marshal,1
2023-04-08,Paladin,3
2023-04-08,Traitor,5
2023-04-08,Veteran,2
2023-04-11,Drunk,1
2023-04-11,Glitch,1
2023-04-11,Informant,2
2023-04-11,Innocent,13
2023-04-11,Jester,1
2023-04-11,Killer Clown,1
2023-04-11,Loot Goblin,1
2023-04-11,Mad Scientist,2
2023-04-11,Paladin,1
2023-04-11,Parasite,1
2023-04-11,Randoman,1
2023-04-11,Swapper,1
2023-04-11,Tracker,1
2023-04-11,Traitor,3
2023-04-11,Veteran,2
2023-04-15,Deputy,3
2023-04-15,Drunk,2
2023-04-15,Glitch,2
2023-04-15,Hypnotist,1
2023-04-15,Impersonator,3
2023-04-15,Innocent,9
2023-04-15,Jester,2
2023-04-15,Killer Clown,2
2023-04-15,Loot Goblin,3
2023-04-15,Marshal,1
2023-04-15,Paladin,1
2023-04-15,Paramedic,1
2023-04-15,Parasite,1
2023-04-15,Summoner,1
2023-04-15,Tracker,3
2023-04-15,Traitor,4
2023-04-15,Veteran,1
2023-04-18,Beggar,1
2023-04-18,Drunk,1
2023-04-18,Glitch,2
2023-04-18,Hypnotist,3
2023-04-18,Innocent,12
2023-04-18,Killer Clown,1
2023-04-18,Loot Goblin,1
2023-04-18,Marshal,2
2023-04-18,Paladin,1
2023-04-18,Paramedic,1
2023-04-18,Parasite,2
2023-04-18,Randoman,2
2023-04-18,Shadow,1
2023-04-18,Summoner,1
2023-04-18,Swapper,1
2023-04-18,Tracker,1
2023-04-18,Traitor,6
2023-04-18,Veteran,3
2023-04-22,Cupid,2
2023-04-22,Deputy,1
2023-04-22,Drunk,1
2023-04-22,Elf,1
2023-04-22,Glitch,5
2023-04-22,Impersonator,1
2023-04-22,Informant,2
2023-04-22,Innocent,16
2023-04-22,Jester,1
2023-04-22,Loot Goblin,1
2023-04-22,Mad Scientist,2
2023-04-22,Medium,3
2023-04-22,Paladin,3
2023-04-22,Paramedic,1
2023-04-22,Parasite,1
2023-04-22,Randoman,2
2023-04-22,Summoner,4
2023-04-22,Traitor,8
2023-04-22,Veteran,1
2023-04-25,Beggar,1
2023-04-25,Cupid,1
2023-04-25,Deputy,2
2023-04-25,Drunk,2
2023-04-25,Glitch,4
2023-04-25,Impersonator,3
2023-04-25,Informant,2
2023-04-25,Innocent,18
2023-04-25,Jester,3
2023-04-25,Killer Clown,1
2023-04-25,Loot Goblin,1
2023-04-25,Marshal,2
2023-04-25,Medium,1
2023-04-25,Paladin,5
2023-04-25,Parasite,3
2023-04-25,Randoman,1
2023-04-25,Summoner,1
2023-04-25,Traitor,9
2023-04-25,Veteran,3
2023-04-29,Beggar,1
2023-04-29,Informant,2
2023-04-29,Innocent,6
2023-04-29,Jester,1
2023-04-29,Killer Clown,1
2023-04-29,Marshal,2
2023-04-29,Randoman,1
2023-04-29,Shadow,3
2023-04-29,Summoner,1
2023-04-29,Traitor,3
2023-04-29,Veteran,3
2023-05-02,Beggar,1
2023-05-02,Drunk,1
2023-05-02,Glitch,4
2023-05-02,Impersonator,1
2023-05-02,Informant,1
2023-05-02,Innocent,9
2023-05-02,Killer Clown,1
2023-05-02,Mad Scientist,1
2023-05-02,Paladin,2
2023-05-02,Paramedic,1
2023-05-02,Parasite,2
2023-05-02,Randoman,1
2023-05-02,Shadow,5
2023-05-02,Summoner,1
2023-05-02,Swapper,1
2023-05-02,Tracker,2
2023-05-02,Traitor,5
2023-05-02,Veteran,1
2023-05-06,Beggar,2
2023-05-06,Deputy,1
2023-05-06,Drunk,1
2023-05-06,Glitch,2
2023-05-06,Informant,2
2023-05-06,Innocent,11
2023-05-06,Jester,4
2023-05-06,Killer Clown,1
2023-05-06,Medium,1
2023-05-06,Paladin,2
2023-05-06,Paramedic,2
2023-05-06,Parasite,3
2023-05-06,Shadow,3
2023-05-06,Summoner,1
2023-05-06,Swapper,1
2023-05-06,Tracker,3
2023-05-06,Traitor,7
2023-05-06,Veteran,1
2023-05-09,Beggar,1
2023-05-09,Deputy,1
2023-05-09,Drunk,1
2023-05-09,Glitch,3
2023-05-09,Impersonator,2
2023-05-09,Informant,3
2023-05-09,Innocent,12
2023-05-09,Jester,2
2023-05-09,Killer Clown,1
2023-05-09,Loot Goblin,1
2023-05-09,Mad Scientist,2
2023-05-09,Marshal,2
2023-05-09,Paramedic,1
2023-05-09,Parasite,1
2023-05-09,Randoman,3
2023-05-09,Shadow,4
2023-05-09,Tracker,1
2023-05-09,Traitor,6
2023-05-09,Veteran,1
2023-05-13,Beggar,2
2023-05-13,Drunk,3
2023-05-13,Glitch,4
2023-05-13,Hypnotist,2
2023-05-13,Informant,2
2023-05-13,Innocent,9
2023-05-13,Loot Goblin,1
2023-05-13,Mad Scientist,1
2023-05-13,Marshal,1
2023-05-13,Medium,2
2023-05-13,Paladin,1
2023-05-13,Paramedic,1
2023-05-13,Parasite,1
2023-05-13,Randoman,1
2023-05-13,Shadow,3
2023-05-13,Swapper,1
2023-05-13,Traitor,5
2023-05-16,Deputy,1
2023-05-16,Drunk,2
2023-05-16,Impersonator,1
2023-05-16,Informant,1
2023-05-16,Innocent,8
2023-05-16,Jester,1
2023-05-16,Killer Clown,1
2023-05-16,Medium,1
2023-05-16,Paramedic,1
2023-05-16,Parasite,2
2023-05-16,Shadow,3
2023-05-16,Swapper,1
2023-05-16,Tracker,3
2023-05-16,Traitor,4
2023-05-16,Veteran,2
2023-05-20,Beggar,1
2023-05-20,Drunk,1
2023-05-20,Glitch,2
2023-05-20,Hypnotist,1
2023-05-20,Impersonator,2
2023-05-20,Innocent,14
2023-05-20,Killer Clown,2
2023-05-20,Loot Goblin,1
2023-05-20,Mad Scientist,1
2023-05-20,Medium,3
2023-05-20,Paramedic,1
2023-05-20,Parasite,1
2023-05-20,Randoman,2
2023-05-20,Shadow,4
2023-05-20,Summoner,1
2023-05-20,Tracker,1
2023-05-20,Traitor,7
2023-05-20,Veteran,3
2023-05-23,Beggar,1
2023-05-23,Deputy,1
2023-05-23,Drunk,1
2023-05-23,Glitch,2
2023-05-23,Hypnotist,1
2023-05-23,Impersonator,1
2023-05-23,Innocent,12
2023-05-23,Jester,1
2023-05-23,Killer Clown,1
2023-05-23,Paladin,4
2023-05-23,Paramedic,2
2023-05-23,Parasite,2
2023-05-23,Randoman,2
2023-05-23,Shadow,1
2023-05-23,Summoner,1
2023-05-23,Traitor,8
2023-05-23,Veteran,1
2023-05-27,Beggar,1
2023-05-27,Deputy,1
2023-05-27,Glitch,4
2023-05-27,Hypnotist,1
2023-05-27,Impersonator,1
2023-05-27,Informant,1
2023-05-27,Innocent,14
2023-05-27,Mad Scientist,1
2023-05-27,Marshal,2
2023-05-27,Medium,4
2023-05-27,Parasite,1
2023-05-27,Randoman,1
2023-05-27,Shadow,5
2023-05-27,Summoner,3
2023-05-27,Traitor,7
2023-05-27,Veteran,2
2023-05-30,Beggar,1
2023-05-30,Glitch,3
2023-05-30,Hypnotist,1
2023-05-30,Impersonator,2
2023-05-30,Informant,2
2023-05-30,Innocent,11
2023-05-30,Killer Clown,2
2023-05-30,Loot Goblin,2
2023-05-30,Marshal,1
2023-05-30,Medium,1
2023-05-30,Paladin,1
2023-05-30,Paramedic,1
2023-05-30,Randoman,1
2023-05-30,Shadow,4
2023-05-30,Tracker,1
2023-05-30,Traitor,5
2023-05-30,Veteran,1
2023-06-03,Glitch,2
2023-06-03,Informant,1
2023-06-03,Innocent,8
2023-06-03,Jester,2
2023-06-03,Killer Clown,1
2023-06-03,Loot Goblin,1
2023-06-03,Marshal,2
2023-06-03,Paladin,1
2023-06-03,Paramedic,1
2023-06-03,Parasite,1
2023-06-03,Shadow,2
2023-06-03,Summoner,2
2023-06-03,Swapper,1
2023-06-03,Tracker,1
2023-06-03,Traitor,5
2023-06-03,Veteran,1
2023-06-06,Beggar,2
2023-06-06,Drunk,1
2023-06-06,Glitch,3
2023-06-06,Impersonator,2
2023-06-06,Informant,1
2023-06-06,Innocent,6
2023-06-06,Paladin,2
2023-06-06,Shadow,3
2023-06-06,Tracker,1
2023-06-06,Traitor,3
2023-06-10,Beggar,1
2023-06-10,Drunk,2
2023-06-10,Glitch,1
2023-06-10,Informant,3
2023-06-10,Innocent,10
2023-06-10,Killer Clown,1
2023-06-10,Mad Scientist,1
2023-06-10,Medium,2
2023-06-10,Paladin,1
2023-06-10,Parasite,1
2023-06-10,Randoman,2
2023-06-10,Shadow,5
2023-06-10,Summoner,1
2023-06-10,Traitor,5
2023-06-10,Veteran,4
2023-06-13,Drunk,2
2023-06-13,Glitch,3
2023-06-13,Informant,2
2023-06-13,Innocent,8
2023-06-13,Killer Clown,2
2023-06-13,Mad Scientist,1
2023-06-13,Medium,2
2023-06-13,Paladin,1
2023-06-13,Shadow,3
2023-06-13,Summoner,2
2023-06-13,Tracker,1
2023-06-13,Traitor,4
2023-06-13,Veteran,1
2023-06-17,Beggar,3
2023-06-17,Deputy,2
2023-06-17,Hypnotist,1
2023-06-17,Informant,2
2023-06-17,Innocent,15
2023-06-17,Jester,1
2023-06-17,Killer Clown,1
2023-06-17,Loot Goblin,1
2023-06-17,Mad Scientist,3
2023-06-17,Marshal,1
2023-06-17,Medium,2
2023-06-17,Paladin,1
2023-06-17,Paramedic,1
2023-06-17,Randoman,2
2023-06-17,Shadow,3
2023-06-17,Summoner,4
2023-06-17,Swapper,1
2023-06-17,Tracker,1
2023-06-17,Traitor,7
2023-06-17,Veteran,4
2023-06-20,Drunk,1
2023-06-20,Glitch,3
2023-06-20,Informant,2
2023-06-20,Innocent,12
2023-06-20,Jester,3
2023-06-20,Killer Clown,1
2023-06-20,Loot Goblin,1
2023-06-20,Mad Scientist,3
2023-06-20,Marshal,2
2023-06-20,Paladin,3
2023-06-20,Parasite,2
2023-06-20,Shadow,3
2023-06-20,Summoner,2
2023-06-20,Tracker,1
2023-06-20,Traitor,6
2023-06-20,Veteran,3
2023-06-22,Beggar,2
2023-06-22,Deputy,1
2023-06-22,Drunk,1
2023-06-22,Glitch,1
2023-06-22,Impersonator,1
2023-06-22,Informant,3
2023-06-22,Innocent,8
2023-06-22,Loot Goblin,2
2023-06-22,Mad Scientist,1
2023-06-22,Marshal,1
2023-06-22,Paladin,1
2023-06-22,Randoman,1
2023-06-22,Shadow,2
2023-06-22,Tracker,1
2023-06-22,Traitor,4
2023-06-22,Veteran,2
2023-06-24,Drunk,1
2023-06-24,Hypnotist,1
2023-06-24,Informant,2
2023-06-24,Innocent,12
2023-06-24,Loot Goblin,5
2023-06-24,Mad Scientist,1
2023-06-24,Marshal,1
2023-06-24,Paramedic,5
2023-06-24,Parasite,2
2023-06-24,Randoman,2
2023-06-24,Shadow,1
2023-06-24,Summoner,1
2023-06-24,Tracker,1
2023-06-24,Traitor,4
2023-06-24,Veteran,3
2023-06-27,Beggar,1
2023-06-27,Deputy,1
2023-06-27,Glitch,1
2023-06-27,Informant,3
2023-06-27,Innocent,11
2023-06-27,Loot Goblin,1
2023-06-27,Paladin,1
2023-06-27,Paramedic,2
2023-06-27,Randoman,2
2023-06-27,Shadow,1
2023-06-27,Summoner,2
2023-06-27,Swapper,1
2023-06-27,Tracker,2
2023-06-27,Traitor,5
2023-06-27,Veteran,1
2023-06-29,Beggar,3
2023-06-29,Drunk,2
2023-06-29,Glitch,2
2023-06-29,Impersonator,1
2023-06-29,Innocent,12
2023-06-29,Jester,7
2023-06-29,Loot Goblin,1
2023-06-29,Paladin,3
2023-06-29,Parasite,1
2023-06-29,Randoman,4
2023-06-29,Summoner,1
2023-06-29,Traitor,9
2023-06-29,Veteran,2
